Alpha_deg,H_flat_mm,H_profile_opt_mm,X_profile_opt_mm,Y_ground_opt_mm,Alpha_inverse_opt
5.591182364729459,502.8600516220454,502.8600516220454,30.536973731799876,0.0,5.59118236472946
5.771543086172345,511.04067588716873,511.04067588716873,31.936055045087507,0.0,5.771543086172345
5.951903807615231,519.2168554759925,519.2168554759925,33.360881076439995,0.0,5.951903807615232
6.132264529058117,527.3885093691716,527.3885093691716,34.811437706980534,0.0,6.132264529058117
6.312625250501003,535.5555565922077,535.5555565922077,36.28771056286262,0.0,6.312625250501002
6.492985971943888,543.7179162162504,543.7179162162504,37.78968501541331,0.0,6.492985971943889
6.673346693386774,551.8755073588995,551.8755073588995,39.31734618127739,0.0,6.673346693386776
6.8537074148296595,560.0282491850069,560.0282491850069,40.87067892256471,0.0,6.85370741482966
7.034068136272546,568.1760609074772,568.1760609074772,42.44966784700075,0.0,7.0340681362725475
7.214428857715431,576.3188617880684,576.3188617880684,44.05429730807881,0.0,7.214428857715433
7.394789579158317,584.4565711381916,584.4565711381916,45.68455140521556,0.0,7.394789579158316
7.575150300601203,592.5891083197116,592.5891083197116,47.34041398390788,0.0,7.575150300601203
7.755511022044089,600.7163927457443,600.7163927457443,49.021868635892915,0.0,7.7555110220440895
7.935871743486975,608.8383438814568,608.8383438814568,50.728898699311436,0.0,7.935871743486975
8.11623246492986,616.9548812448645,616.9548812448645,52.46148725887247,0.0,8.11623246492986
8.296593186372746,625.0659244076292,625.0659244076292,54.21961714602121,0.0,8.296593186372746
8.476953907815632,633.1713929958555,633.1713929958555,56.00327093910809,0.0,8.476953907815634
8.657314629258519,641.2712066908877,641.2712066908877,57.81243096356329,0.0,8.65731462925852
8.837675350701403,649.3652852301052,649.3652852301052,59.647079292069854,0.0,8.837675350701403
9.01803607214429,657.4535484077189,657.4535484077189,61.50719774474288,0.0,9.01803607214429
9.198396793587175,665.5359160755647,665.5359160755647,63.39276788930863,0.0,9.198396793587177
9.378757515030061,673.6123081438982,673.6123081438982,65.30377104128804,0.0,9.378757515030061
9.559118236472946,681.6826445821886,681.6826445821886,67.2401882641817,0.0,9.559118236472948
9.739478957915832,689.7468454199114,689.7468454199114,69.20200036965618,0.0,9.739478957915834
9.919839679358718,697.804830747341,697.804830747341,71.18918791773652,0.0,9.919839679358718
10.100200400801604,705.8565207163425,705.8565207163425,73.20173121699693,0.0,10.100200400801604
10.28056112224449,713.9018355411629,713.9018355411629,75.23961032475607,0.0,10.280561122244492
10.460921843687375,721.9406954992216,721.9406954992216,77.30280504727651,0.0,10.460921843687377
10.641282565130261,729.9730209319008,729.9730209319008,79.39129493996228,0.0,10.641282565130261
10.821643286573147,737.9987322453344,737.9987322453344,81.50505930756344,0.0,10.821643286573147
11.002004008016034,746.017749911197,746.017749911197,83.64407720437981,0.0,11.002004008016035
11.182364729458918,754.0299944674915,754.0299944674915,85.80832743446953,0.0,11.18236472945892
11.362725450901804,762.0353865193374,762.0353865193374,87.99778855185879,0.0,11.362725450901804
11.54308617234469,770.0338467397567,770.0338467397567,90.21243886075331,0.0,11.54308617234469
11.723446893787576,778.0252958704601,778.0252958704601,92.45225641575556,0.0,11.723446893787578
11.903807615230463,786.0096547226328,786.0096547226328,94.71721902207997,0.0,11.903807615230464
12.084168336673347,793.9868441777188,793.9868441777188,97.0073042357739,0.0,12.084168336673345
12.264529058116233,801.9567851882052,801.9567851882052,99.32248936394036,0.0,12.264529058116233
12.44488977955912,809.9193987784054,809.9193987784054,101.66275146496179,0.0,12.444889779559123
12.625250501002006,817.8746060452409,817.8746060452409,104.02806734872915,0.0,12.625250501002004
12.80561122244489,825.822328159025,825.822328159025,106.41841357686916,0.0,12.80561122244489
12.985971943887776,833.762486364242,833.762486364242,108.83376646297938,0.0,12.985971943887774
13.166332665330662,841.6950019803289,841.6950019803289,111.2741020728604,0.0,13.166332665330662
13.346693386773548,849.6197964024543,849.6197964024543,113.73939622475521,0.0,13.346693386773548
13.527054108216435,857.5367911022978,857.5367911022978,116.2296244895874,0.0,13.527054108216436
13.707414829659319,865.4459076288276,865.4459076288276,118.74476219120277,0.0,13.707414829659323
13.887775551102205,873.3470676090787,873.3470676090787,121.28478440661632,0.0,13.887775551102207
14.068136272545091,881.2401927489291,881.2401927489291,123.84966596625603,0.0,14.068136272545095
14.248496993987978,889.1252048338749,889.1252048338749,126.43938145421495,0.0,14.248496993987978
14.428857715430862,897.0020257298067,897.0020257298067,129.05390520850122,0.0,14.428857715430862
14.609218436873748,904.8705773837833,904.8705773837833,131.69321132129338,0.0,14.609218436873752
14.789579158316634,912.7307818248039,912.7307818248039,134.35727363919682,0.0,14.789579158316636
14.96993987975952,920.5825611645832,920.5825611645832,137.0460657635028,0.0,14.96993987975952
15.150300601202407,928.4258375983214,928.4258375983214,139.75956105045037,0.0,15.15030060120241
15.330661322645291,936.260533405475,936.260533405475,142.49773261148962,0.0,15.330661322645295
15.511022044088177,944.0865709505285,944.0865709505285,145.26055331354934,0.0,15.511022044088183
15.691382765531063,951.9038726837622,951.9038726837622,148.04799577930467,0.0,15.691382765531063
15.87174348697395,959.7123611420216,959.7123611420216,150.8600323874495,0.0,15.87174348697395
16.052104208416836,967.5119589494846,967.5119589494846,153.69663527296876,0.0,16.052104208416836
16.23246492985972,975.3025888184278,975.3025888184278,156.55777632741632,0.0,16.23246492985972
